"sel","sel0.01","sel0.05","sel0.10","sel0.20","sel0.50","sel1.00","sel5.00","sel10.0","sel20.0"
3.55782790665296,3.5579594662243,3.56372972034058,3.58255299613583,3.6553393051368,4.03510796014049,4.73208073598521,7.63096596298081,8.57219756626634,8.94020609370982
0.845854895076264,0.845843659766033,0.845352028180072,0.843742660183422,0.83743814691454,0.802460762926516,0.729121216311453,0.297862167836667,0.107550236814554,0.0263992665125152
1.59698779349963,1.5976594186017,1.61689306076164,1.67178026880135,1.83572138176453,2.32552764838312,2.8752842417909,4.51855136427599,4.82296180465784,4.96045786718823
3.55782790665296,3.55793330808402,3.55957725650366,3.56436420441281,3.58271389266706,3.69392084044581,3.94430328173243,4.47751158157873,4.57838462704015,4.84900646360921
0.845854895076264,0.845843231755276,0.845692619754131,0.845271691180491,0.843678626949753,0.833968350748975,0.811269877194656,0.757941919816077,0.747093495196539,0.716846994181565
1.59698779349963,1.59690794298126,1.60045637758492,1.61299335644567,1.66152190663792,1.89478457251197,2.23749681543699,2.68056052167455,2.70392786519014,2.71538277562241
5.09304071397303,5.09394195181541,5.08994955665602,5.09169163995691,5.07231229981701,5.1459080482957,5.27596244196827,6.2018379255378,6.68404603626259,7.20147459664259
0.693754043461412,0.693603197522378,0.694102524170368,0.693980077520433,0.69733834083809,0.688925616659151,0.671858287672072,0.544649741489233,0.46586120612464,0.376004712929879
1.6011028666264,1.60274681472471,1.62739036317682,1.67670569412985,1.79351671572376,2.09027290584822,2.42761804267682,3.54127039555987,3.99467316039376,4.28802643686093
5.09304071397303,5.1289973434533,5.11810198757826,5.07467888515524,5.04808494427045,5.00783917480571,4.7969107840161,4.96033066663957,5.32787395659437,6.1839030284795
0.693754043461412,0.689186983030166,0.690782216572376,0.696588493861844,0.700071961721267,0.703630317731003,0.729490164922664,0.716162812525682,0.675058799558703,0.552394489017087
1.6011028666264,1.60311579245437,1.60559178320608,1.61507803300299,1.65243433326911,1.74154980031777,1.83076028515136,2.08557538478034,2.24081414285773,2.53731338331671
4.95639626028361,4.94515262666597,4.96235226985547,4.95866055550299,5.01546705484688,5.0902864193802,5.25150675352416,6.44964208985143,7.24561894587779,7.88071183768578
0.709061337062225,0.710481324674054,0.708411605482283,0.709100444707827,0.702522524226651,0.693652963513001,0.673679262456482,0.503765392478002,0.365281640346232,0.248397965815333
1.55123121046436,1.54892052108303,1.58444798742772,1.64371074762665,1.7670652150849,2.05592671716638,2.39867764638251,3.61134556291767,4.17640767470237,4.54084328202264
4.95639626028361,4.95252018983356,4.95514338209001,4.97069794849345,4.94061389976208,4.93088736853305,4.8658948867158,4.92336529003589,5.09780458491308,5.60220568466022
0.709061337062225,0.709627387644663,0.709465857374274,0.707513755808775,0.711388437524443,0.712770529594604,0.721604951000858,0.721781095445588,0.704836310617306,0.636757108236165
1.55123121046436,1.54904186850338,1.55456094669591,1.5715832330977,1.60202412428706,1.67260974342843,1.7346005149943,1.89089627391189,1.96047952821772,2.06391028367939
